Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Jon Mellon,@jamellon123,2022-01-13T15:56:40.000Z,False,npm Libraries ‘colors’ and ‘faker’ Sabotaged in Protest by their Maintainer—What to do Now? If you're a #Sonatype customer? Rest Easy!,0,0,0,0,['#Sonatype'],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1481656450522832900,tweet_id:1481656450522832900
Jon Mellon,@jamellon123,2021-12-10T20:56:44.000Z,False,"Brought to you by the leader in SW governance #Sonatype  Put us to work!
Critical New 0-day Vulnerability in Popular Log4j Library Discovered  with Evidence of Mass Scanning for Affected Applications",0,0,0,0,['#Sonatype'],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1469410776486141953,tweet_id:1469410776486141953
Jon Mellon,@jamellon123,2021-11-22T17:08:56.000Z,False,"Another game-changing enhancement for developers looking to resolve the conflict between security and accelerated software development.  We're all ""one team"" in the SW Supply Chain. #Sonatype  

New Nexus Firewall Release with Developer-First Enhancements",0,0,0,0,['#Sonatype'],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1462830470220111872,tweet_id:1462830470220111872
Jon Mellon,@jamellon123,2021-09-27T14:23:34.000Z,False,$3 Million Cryptocurrency Heist Stemmed from a Malicious GitHub Commit,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1442495133325344768,tweet_id:1442495133325344768
Jon Mellon,@jamellon123,2021-09-20T15:53:37.000Z,False,As promised and again this year.  #Sonatype leading the way....2021 State of the Software Supply Chain: Open Source Security and Dependency Management Take Center Stage,0,0,0,0,['#Sonatype'],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1439981078404546572,tweet_id:1439981078404546572
Jon Mellon,@jamellon123,2021-09-15T23:15:50.000Z,False,"Next-gen software supply chain attacks up 650% in 2021 | VentureBeat.  Seems crazy to ask, but call us #Sonatype",0,0,0,0,['#Sonatype'],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1438280429270933504,tweet_id:1438280429270933504
Jon Mellon,@jamellon123,2021-07-23T17:13:18.000Z,False,"Virtual Value Selling?  Can we really do this?  The fact is, we MUST do this, mastered in this very format to assure our best engagement in whatever context is required by our customers. Kudos to ⁦⁩ GTM team for leading the way.",0,0,0,0,[],['@sonatype'],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1418620247528153091,tweet_id:1418620247528153091
Jon Mellon,@jamellon123,2021-07-22T22:36:55.000Z,False,"First team meeting and dinner since joining ⁦⁩. Completely reinforces why I’m here. Great people, great customers and pacing the DevSecOps community with unmatched technology. (Sunglasses needed).",0,0,1,0,[],['@sonatype'],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1418339301373497351,tweet_id:1418339301373497351
Jon Mellon,@jamellon123,2021-06-14T13:38:21.000Z,False,"I'm often asked what our Developer Relations team is meant to do for Developers....well, here is just one example.  Your welcome! #SonatypeOpen Source Attacks on the Rise: Top 8 Malicious Packages Found in npm",0,0,2,0,['#Sonatype'],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1404433026407448578,tweet_id:1404433026407448578
Jon Mellon,@jamellon123,2021-05-18T22:54:02.000Z,False,Biden’s Executive Order on Improving National Cyber Defense: Everything You Need to Know You Learned in Kindergarten,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1394788398838304768,tweet_id:1394788398838304768
Jon Mellon,@jamellon123,2021-05-13T22:04:11.000Z,False,Biden Executive Order on Cybersecurity Calls for Enhanced Software Supply Chain Security,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1392963913541619715,tweet_id:1392963913541619715
Jon Mellon,@jamellon123,2021-03-22T13:41:23.000Z,False,Understanding Nexus Container: 5 Technologies You Need for Full Life Cycle Container Security,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1373993208393437184,tweet_id:1373993208393437184
Jon Mellon,@jamellon123,2021-03-16T17:11:21.000Z,False,"Sonatype acquires MuseDev, expands Nexus code analysis platform https://venturebeat.com/2021/03/16/sonatype-acquires-musedev-expands-nexus-code-analysis-platform/… via ",0,0,1,0,[],['@VentureBeat'],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1371871723860156420,tweet_id:1371871723860156420
Jon Mellon,@jamellon123,2021-03-12T02:09:39.000Z,False,"As long as we’re all celebrating the women who have changed our lives for the better, I will offer this incredible leader who taught me to be bold, to dare greatly and to be my authentic self no matter what. She has always been an inspiration and someone…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1370195250073993217,tweet_id:1370195250073993217
Jon Mellon,@jamellon123,2021-03-03T12:08:16.000Z,True,"Copycats, as predicted. Caught by   as predicted.",0,0,0,0,[],['@sonatype'],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1367084408554029057,tweet_id:1367084408554029057
Jon Mellon,@jamellon123,2021-02-18T23:07:45.000Z,False,Sonatype Spots 275+ Malicious npm Packages Copying Recent Software Supply Chain Attacks that Hit 35 Organizations,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/918955158805114880/SsqZvBod_normal.jpg,https://twitter.com/jamellon123/status/1362539328497311745,tweet_id:1362539328497311745
