Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
jsDelivr CDN,@jsDelivr,2018-10-08T18:26:55.000Z,False,"We are sad to see RawGit shut down but we made sure you can switch to jsDelivr as painlessly as possible. We made a tool for everyone to simplify the migration!
Check it out here https://jsdelivr.com/rawgit",1,11,19,0,[],[],[],https://pbs.twimg.com/profile_images/603895713186107393/ydHEpoj__normal.png,https://twitter.com/jsDelivr/status/1049365538064015360,tweet_id:1049365538064015360
Martin Kolárik,@MaKolarik,2018-06-27T15:04:13.000Z,False,Got an actual paper invoice from  in the mail. It's for $0.01. The postage was $1.15. There's also an empty envelope in which I'm supposed to mail them a check back. Is it 1990 again?,0,0,2,0,[],['@CenturyLink'],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/1011988577193005056,tweet_id:1011988577193005056
jsDelivr CDN,@jsDelivr,2018-05-12T19:40:57.000Z,False,"New feature! When loading files from GitHub, you can now reference any commit, in addition to tagged releases. Example: https://cdn.jsdelivr.net/gh/jquery/jquery@32b00373b3f42e5cdcb709df53f3b08b7184a944/dist/jquery.min.js…",0,2,7,0,[],[],[],https://pbs.twimg.com/profile_images/603895713186107393/ydHEpoj__normal.png,https://twitter.com/jsDelivr/status/995388380216250370,tweet_id:995388380216250370
Martin Kolárik,@MaKolarik,2017-09-27T09:53:09.000Z,False,This is why  supports a version fallback and https://cdn.jsdelivr.net/npm/react/dist/react.min.js… still works,0,0,2,0,[],['@jsDelivr'],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/912978407516000256,tweet_id:912978407516000256
jsDelivr CDN,@jsDelivr,2017-09-12T14:10:17.000Z,False,We built an easy to understand infographic explaining how jsDelivr works!https://jsdelivr.com/network/infographic…,3,17,57,0,[],[],[],https://pbs.twimg.com/profile_images/603895713186107393/ydHEpoj__normal.png,https://twitter.com/jsDelivr/status/907607299686113280,tweet_id:907607299686113280
jsDelivr CDN,@jsDelivr,2018-10-08T18:26:55.000Z,False,"We are sad to see RawGit shut down but we made sure you can switch to jsDelivr as painlessly as possible. We made a tool for everyone to simplify the migration!
Check it out here https://jsdelivr.com/rawgit",1,11,19,0,[],[],[],https://pbs.twimg.com/profile_images/603895713186107393/ydHEpoj__normal.png,https://twitter.com/jsDelivr/status/1049365538064015360,tweet_id:1049365538064015360
Martin Kolárik,@MaKolarik,2018-06-27T15:04:13.000Z,False,Got an actual paper invoice from  in the mail. It's for $0.01. The postage was $1.15. There's also an empty envelope in which I'm supposed to mail them a check back. Is it 1990 again?,0,0,2,0,[],['@CenturyLink'],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/1011988577193005056,tweet_id:1011988577193005056
Martin Kolárik,@MaKolarik,2017-09-02T01:19:41.000Z,False,A new website for the best OSS CDN  built with the best UI library ,0,1,3,0,[],"['@jsDelivr', '@RactiveJS']",[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/903789493047701505,tweet_id:903789493047701505
Martin Kolárik,@MaKolarik,2017-08-14T11:47:11.000Z,False,The best thing about  breaking all links with a query string is that it seems they actually did that on purpose ,0,0,0,0,[],['@unpkg'],['\\U0001f602'],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/897062040463953920,tweet_id:897062040463953920
Martin Kolárik,@MaKolarik,2017-07-08T21:53:48.000Z,False,"""Can you resubmit with space indentation over tabs? Tabs cause parsing hiccups in our minification step.""  sounds rock-solid.",0,0,0,0,[],['@CloudflareApps'],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/883806349313929216,tweet_id:883806349313929216
Martin Kolárik,@MaKolarik,2017-05-08T23:51:01.000Z,False,"On-demand minification, source maps for combined files, and support for both #npm and #GitHub",0,0,1,0,"['#npm', '#GitHub']",[],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/861730188916346880,tweet_id:861730188916346880
Martin Kolárik,@MaKolarik,2017-04-03T12:04:26.000Z,False,"""It’s utterly shocking how little JS I know!"" Yet I think I can reasonably claim it's the worst language ever: https://medium.com/@richardeng/the-javascript-phenomenon-is-a-mass-psychosis-57adebb09359…",0,0,1,0,[],['https://medium.com/@richardeng/the-javascript-phenomenon-is-a-mass-psychosis-57adebb09359…'],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/848868795229851648,tweet_id:848868795229851648
Martin Kolárik,@MaKolarik,2017-03-10T16:25:46.000Z,False,Details at http://seclists.org/fulldisclosure/2017/Mar/28…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1526357310393696256/Wz0Ud-On_normal.jpg,https://twitter.com/MaKolarik/status/840237252169084928,tweet_id:840237252169084928
