Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Python Package Index,@pypi,2023-06-01T19:07:12.000Z,False,"http://upload.pypi.org now enforces that users with 2FA enabled must use an API token or Trusted Publisher configuration in place of their passwords.

Read the announcement and details at:",2,24,53,2.1万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1664347884395847681,tweet_id:1664347884395847681
Python Package Index,@pypi,2023-05-26T18:10:23.000Z,False,"Happy Friday! 

It has been a busy week on our blog, but we're wrapping it up with an update on some of the work that's been going on in the background lately to ensure the privacy and security of PyPI users:",3,14,51,2.3万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1662159258241073157,tweet_id:1662159258241073157
Python Package Index,@pypi,2023-05-25T23:34:43.000Z,False,An important update on our efforts to secure PyPI with multi-factor authentication:,0,32,95,3.2万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1661878493091700738,tweet_id:1661878493091700738
Python Package Index,@pypi,2023-05-24T17:29:55.000Z,False,"The PSF was subpoenaed for the first time in March/April 2023 for for PyPI user data.

Read our transparency blog post here:",5,65,113,5.5万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1661424298949476383,tweet_id:1661424298949476383
Python Package Index,@pypi,2023-05-20T16:04:20.000Z,False,"New user and new project registrations on PyPI are temporarily suspended.

See details at",4,69,160,8.7万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1659953212340805633,tweet_id:1659953212340805633
Python Package Index,@pypi,2023-06-01T19:07:12.000Z,False,"http://upload.pypi.org now enforces that users with 2FA enabled must use an API token or Trusted Publisher configuration in place of their passwords.

Read the announcement and details at:",2,24,53,2.1万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1664347884395847681,tweet_id:1664347884395847681
Python Package Index,@pypi,2023-05-26T18:10:23.000Z,False,"Happy Friday! 

It has been a busy week on our blog, but we're wrapping it up with an update on some of the work that's been going on in the background lately to ensure the privacy and security of PyPI users:",3,14,51,2.3万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1662159258241073157,tweet_id:1662159258241073157
Python Package Index,@pypi,2023-05-25T23:34:43.000Z,False,An important update on our efforts to secure PyPI with multi-factor authentication:,0,32,95,3.2万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1661878493091700738,tweet_id:1661878493091700738
Python Package Index,@pypi,2023-05-11T19:48:53.000Z,False,"PEP 658 has finally landed on PyPI!

Wheels uploaded as of about 15 minutes ago now have the appropriate information served from the simple APIs, and METADATA files available on http://files.pythonhosted.org.",2,17,75,3.1万,[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1656748229495517197,tweet_id:1656748229495517197
Python Package Index,@pypi,2023-05-09T20:35:18.000Z,False,"Thanks to ,  is hiring for a Safety and Security Engineer focused on PyPI!

Read about how the role will be funded, what will be worked on, and how to apply at",0,33,73,2.7万,[],"['@awscloud', '@ThePSF']",[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1656035135391711237,tweet_id:1656035135391711237
