Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Timothy Gu,@Timothy_Gu,2018-01-12T18:10:22.000Z,False,Finished! There are two sections I still want to write but those are just extras. https://timothygu.me/es-howto/,2,2,8,0,[],[],[],https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/951879037986619394,tweet_id:951879037986619394
Timothy Gu,@Timothy_Gu,2018-09-07T02:59:40.000Z,False,weeb standards,2,1,4,0,[],[],[],https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/1037898163909283840,tweet_id:1037898163909283840
Timothy Gu,@Timothy_Gu,2018-09-02T04:41:08.000Z,False,… and my laptop shall live to another day!,0,0,9,0,[],[],[],https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/1036111761592774656,tweet_id:1036111761592774656
Chrome,@googlechrome,2018-09-01T16:00:07.000Z,True,"In case you couldn’t tell…it’s our birthday. Plus, we’ve got a surprise for you this Tuesday. #GoogleChrome",473,"2,286","9,241",0,['#GoogleChrome'],[],[],https://pbs.twimg.com/profile_images/1605280848089169920/IuDGmUk__normal.png,https://twitter.com/googlechrome/status/1035920244454432768,tweet_id:1035920244454432768
Anne van Kesteren,@annevk,2018-08-24T09:14:40.000Z,False,The  is getting some amazing work done by  (fixing http://document.open() and thereby drastically simplifying the core architecture) and  (defining the rendering of fieldset and legend elements and giving developers control over them). ,2,7,20,0,[],"['@htmlstandard', '@Timothy_Gu', '@zcorpan']",['\\U0001f389'],https://pbs.twimg.com/profile_images/1550388507058782210/Enb9UHp__normal.jpg,https://twitter.com/annevk/status/1032919107782537218,tweet_id:1032919107782537218
Timothy Gu,@Timothy_Gu,2018-08-24T03:02:26.000Z,False,My eight-month-long journey for a better `vm` module in Node.js is now almost at its end.,1,1,16,0,[],[],[],https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/1032825431723061248,tweet_id:1032825431723061248
Timothy Gu,@Timothy_Gu,2018-08-24T03:13:24.000Z,False,"And now, an official way to use `Proxy` objects as a sandbox for the vm module  https://github.com/nodejs/node/blob/master/doc/api/vm.md#vm-module-and-proxy-object…",0,1,5,0,[],[],['\\U0001f60b'],https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/1032828190778118144,tweet_id:1032828190778118144
Ujjwal Sharma,@ryzokuken,2018-08-17T08:17:24.000Z,False,When a subway station is a better programmer than you are...,150,"5,423",2万,0,[],[],[],https://pbs.twimg.com/profile_images/1291069028035747841/6S4MPrUk_normal.jpg,https://twitter.com/ryzokuken/status/1030367978691260416,tweet_id:1030367978691260416
Timothy Gu,@Timothy_Gu,2018-08-05T00:54:20.000Z,False,Verifying myself: I am timothygu on http://Keybase.io. LPNwPSKAi9_zvSnqkG78TuMOdRad3ed6G7Z5 / https://keybase.io/timothygu/sigs/LPNwPSKAi9_zvSnqkG78TuMOdRad3ed6G7Z5…,0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/1025907825963421697,tweet_id:1025907825963421697
Timothy Gu,@Timothy_Gu,2018-07-25T21:48:01.000Z,False,Seems like this might get solved automatically by https://github.com/tc39/ecma262/pull/1250… ,0,0,0,0,[],[],"['\\U0001f914', '\\U0001f914']",https://pbs.twimg.com/profile_images/897472209031118853/0Lwu-jqx_normal.jpg,https://twitter.com/Timothy_Gu/status/1022237055982526464,tweet_id:1022237055982526464
