Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Phylum,@Phylum_IO,2024-04-12T15:12:02.000Z,False,"The #xz backdoor continues to pop up. We recently located the backdoor binaries in a popular Rust crate. Thanks to the quick work by the maintainer, the problem was quickly solved!https://blog.phylum.io/rust-crate-shipping-xz-backdoor…#rust #cratesio #opensource",0,4,1,108,"['#xz', '#rust', '#cratesio', '#opensource']",[],[],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1778803266752577775,tweet_id:1778803266752577775
Phylum,@Phylum_IO,2024-04-09T17:01:03.000Z,False, #Opensource developers should be compensated for their work! Novel approaches to this are starting to emerge but have also lead to perverse incentives. Large spam campaigns polluting ecosystems.#npm #pypi #softwaredevelopment #infosec,0,1,4,119,"['#Opensource', '#npm', '#pypi', '#softwaredevelopment', '#infosec']",[],['\\U0001f4b0'],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1777743538697998715,tweet_id:1777743538697998715
Phylum,@Phylum_IO,2024-04-01T03:51:25.000Z,False,"On Mar 26, 2024, Phylum uncovered a malicious npm package designed to drain #cryptocurrency wallets by way of a malicious #ERC20 contract https://blog.phylum.io/malicious-npm-package-caught-hijacking-erc20-contracts-to-drain-usdt/…#malware #npm #web3 #ethereum #javascript #typescript #infosecurity",0,0,6,233,"['#cryptocurrency', '#ERC20', '#malware', '#npm', '#web3', '#ethereum', '#javascript', '#typescript', '#infosecurity']",[],"['\\U0001f4b8', '\\U0001f4b8', '\\U0001f4b8']",https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1774645720710046099,tweet_id:1774645720710046099
Phylum,@Phylum_IO,2024-03-28T17:48:28.000Z,False,"We've uncovered a large #typosquat campaign targeting #python developers. In the wake of this campaign, #pypi has suspended new user registrations.https://blog.phylum.io/typosquatting-campaign-targets-python-developers/…#malware #opensource #CyberSecurity #SoftwareDevelopment",1,7,5,911,"['#typosquat', '#python', '#pypi', '#malware', '#opensource', '#CyberSecurity', '#SoftwareDevelopment']",[],[],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1773406818959601792,tweet_id:1773406818959601792
Phylum,@Phylum_IO,2024-03-22T17:02:21.000Z,False,"As Phylum turns 4, our research team has started a blog series outlining our methodology & ethos around #softwaresupplychain risk, starting w/ an introduction from 1st principles.https://blog.phylum.io/an-introduction-to-open-source-software-supply-chain-risk/…#opensource #malware #javascript #pypi #golang #ruby #rust #java",0,1,6,392,"['#softwaresupplychain', '#opensource', '#malware', '#javascript', '#pypi', '#golang', '#ruby', '#rust', '#java']",[],['\\U0001f389'],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1771220886185537920,tweet_id:1771220886185537920
Phylum,@Phylum_IO,2024-04-09T17:01:03.000Z,False, #Opensource developers should be compensated for their work! Novel approaches to this are starting to emerge but have also lead to perverse incentives. Large spam campaigns polluting ecosystems.#npm #pypi #softwaredevelopment #infosec,0,1,4,119,"['#Opensource', '#npm', '#pypi', '#softwaredevelopment', '#infosec']",[],['\\U0001f4b0'],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1777743538697998715,tweet_id:1777743538697998715
Phylum,@Phylum_IO,2024-04-01T03:51:25.000Z,False,"On Mar 26, 2024, Phylum uncovered a malicious npm package designed to drain #cryptocurrency wallets by way of a malicious #ERC20 contract https://blog.phylum.io/malicious-npm-package-caught-hijacking-erc20-contracts-to-drain-usdt/…#malware #npm #web3 #ethereum #javascript #typescript #infosecurity",0,0,6,233,"['#cryptocurrency', '#ERC20', '#malware', '#npm', '#web3', '#ethereum', '#javascript', '#typescript', '#infosecurity']",[],"['\\U0001f4b8', '\\U0001f4b8', '\\U0001f4b8']",https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1774645720710046099,tweet_id:1774645720710046099
Phylum,@Phylum_IO,2024-02-22T19:59:01.000Z,False,"Previously dormant (and benign) #Python package has come back to life, shipping a #malware component to unsuspecting developers.https://blog.phylum.io/dormant-pypi-package-updated-to-deploy-novasentinel-stealer/… #pythonprogramming #pythondeveloper #opensource #networksecurity #informationsecurity #pypi #CyberSecurity #cryptocurrency",0,3,6,290,"['#Python', '#malware', '#pythonprogramming', '#pythondeveloper', '#opensource', '#networksecurity', '#informationsecurity', '#pypi', '#CyberSecurity', '#cryptocurrency']",[],[],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1760756096015200505,tweet_id:1760756096015200505
Phylum,@Phylum_IO,2024-02-21T15:55:52.000Z,False,Developers continue to be targeted with fake job interviews and malicious #GitHub repositories.#malware #npm #SoftwareDevelopment #opensource #javascript,0,5,7,397,"['#GitHub', '#malware', '#npm', '#SoftwareDevelopment', '#opensource', '#javascript']",[],[],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1760332516928414177,tweet_id:1760332516928414177
Phylum,@Phylum_IO,2024-01-19T03:10:10.000Z,False,See how an attacker used a legitimate signed #Microsoft  EXE to initiate an attack chain from an #npm package #opensource #infosecurity #CyberSecurity #malware #reverseengineering #javascript,1,3,4,459,"['#Microsoft', '#npm', '#opensource', '#infosecurity', '#CyberSecurity', '#malware', '#reverseengineering', '#javascript']",[],['\\U0001f440'],https://pbs.twimg.com/profile_images/1407364495773618177/Keb561uX_normal.jpg,https://twitter.com/Phylum_IO/status/1748181024599678994,tweet_id:1748181024599678994
