Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Sam Stepanyan,@securestep9,2022-11-06T12:15:04.000Z,False,"Colleagues, friends and followers who are also on #Mastodon - you can find me there on the infosec[.]exchange Mastodon instance which is kindly run and maintained by Jerry Bell aka  

I am  on Mastodon as well:",0,0,3,0,['#Mastodon'],"['@Maliciouslink', '@securestep9']",[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1589229878179958785,tweet_id:1589229878179958785
Sam Stepanyan,@securestep9,2024-04-16T21:05:40.000Z,False,#OpenJS Foundation Targeted in Potential JavaScript Project Takeover Attempt in a manner similar to the recentl XZ incident:#SoftwareSupplyChainSecurityhttps://thehackernews.com/2024/04/openjs-foundation-targeted-in-potential.html…,0,0,4,226,"['#OpenJS', '#SoftwareSupplyChainSecurity']",[],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1780341812948771311,tweet_id:1780341812948771311
Sam Stepanyan,@securestep9,2024-04-15T11:20:57.000Z,False,#PaloAlto releases patches for CVE-2024-3400 Critical Command Injection #vulnerability in #GlobalProtect VPN:,1,3,8,"1,155","['#PaloAlto', '#vulnerability', '#GlobalProtect']",[],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1779832278534725839,tweet_id:1779832278534725839
Sam Stepanyan,@securestep9,2024-04-12T12:43:08.000Z,False,#PaloAlto: Critical OS Command Injection Vulnerability (CVSS:10) in #GlobalProtect VPN:https://thehackernews.com/2024/04/zero-day-alert-critical-palo-alto.html…,0,0,0,365,"['#PaloAlto', '#GlobalProtect']",[],['\\U0001f449'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1778765795188703609,tweet_id:1778765795188703609
Sam Stepanyan,@securestep9,2024-04-11T13:43:34.000Z,False,"OWASP is looking for more maintainers and contributors to the OWASP Serverless Top 10 Project to take it to the next level!

If you have relevant expertise please reach out to the project leaders via OWASP Slack/#appsec channel",0,6,13,828,['#appsec'],[],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1778418615705911390,tweet_id:1778418615705911390
OWASP London,@OWASPLondon,2024-04-10T07:03:17.000Z,False,"The next #OWASP London Chapter in-person meetup will take place on Thursday, April 18th, 2024 at 6pm at  

Talks from Tal Folkman, Anthony Harrison and Kaiwen Jiang.

Register to attend here: https://meetup.com/owasp-london/events/300319331…",0,5,5,534,['#OWASP'],['@thoughtmachine'],['\\U0001f447'],https://pbs.twimg.com/profile_images/1363989200803143685/nVOV5gSx_normal.png,https://twitter.com/OWASPLondon/status/1777955493173973239,tweet_id:1777955493173973239
@prbh.bsky.social,@prbh.bsky.social,2024-04-09T16:59:15.000Z,False,cdxgen 10.3.5 is now available with cyclonedx 1.6 and cbom generation support.,0,2,3,168,[],[],[],https://pbs.twimg.com/profile_images/1753018136465395712/pqgO__HT_normal.jpg,https://twitter.com/_prbh/status/1777743086887604552,tweet_id:1777743086887604552
Sam Stepanyan,@securestep9,2024-04-09T16:15:30.000Z,False,"#SBOM: #OWASP CycloneDX v1.6 Standard Released, Advances Software Supply Chain Security with Cryptographic Bill of Materials(#CBOM) and CDXA Attestations (""proof-of-compliance""): https://cyclonedx.org/news/cyclonedx-v1.6-released/…",1,5,12,772,"['#SBOM', '#OWASP', '#CBOM']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1777732076814454988,tweet_id:1777732076814454988
Clint Gibler,@clintgibler,2024-04-08T23:00:02.000Z,True," Fighting cookie theft using device bound sessions

Google is prototyping Device Bound Session Credentials (DBSC)!

Kill cookie-theft, by binding authentication sessions to specific devices

Cookie theft is a big threat right now, as it bypasses 2FA",1,7,24,"2,150",[],[],['\\U0001f36a'],https://pbs.twimg.com/profile_images/860562378441740288/MgPA8UqM_normal.jpg,https://twitter.com/clintgibler/status/1777471493024424415,tweet_id:1777471493024424415
Sam Stepanyan,@securestep9,2024-04-05T16:25:31.000Z,False,#WordPress: Critical SQL Injection (#SQLi) vulnerability CVE-2024-2879 in LayerSlider plugin impacts over 1mln Wordpress-powered websites. If you are using LayerSlider plugin upgrade to version 7.10.1 immediately:,0,1,1,236,"['#WordPress', '#SQLi']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776285045340164136,tweet_id:1776285045340164136
Sam Stepanyan,@securestep9,2024-04-05T14:42:32.000Z,False,"#Ransomware Attack on the British Library was destructive. Apart from exfiltrating around 600Gb of data, the attackers deleted logs, encrypted systems, destroyed servers, and locked out all users. 
The attack details report is now published: https://securityweek.com/details-and-lessons-learned-from-the-ransomware-attack-on-the-british-library/…",0,3,0,237,['#Ransomware'],[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776259128077279616,tweet_id:1776259128077279616
Sam Stepanyan,@securestep9,2024-04-05T13:12:31.000Z,False,#AISecurity Researchers headed by Microsoft SysInternals Mark Russinovich have disclosed yet another novel AI #jailbreak attack called '#Crescendo' that exploits fundamental behaviours of language models to bypass content filters:…https://crescendo-the-multiturn-jailbreak.github.io,0,0,0,218,"['#AISecurity', '#jailbreak', '#Crescendo']",[],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776236474679070858,tweet_id:1776236474679070858
Sam Stepanyan,@securestep9,2024-04-05T10:53:47.000Z,True,"Beware of backdoored LLMs on HuggingFace!
As if backdoors in open-source libraries weren't enough, now we have to deal with backdoored AI models!#AISecurity#SoftwareSupplyChainSecurity",0,1,4,572,"['#AISecurity', '#SoftwareSupplyChainSecurity']",[],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776201561951072620,tweet_id:1776201561951072620
Sam Stepanyan,@securestep9,2024-04-05T00:30:58.000Z,False,"Visiting New York, speaking and attending the OWASP NYC Chapter meetup had its perks of meeting some awesome OWASP people in-person!

One such awesome guy is OWASP Amass () project leader ! 
Check out the recording of his talk here  https://youtube.com/watch?v=DZOu8BLlKsk…",1,1,13,756,[],"['@owaspamass', '@jeff_foley']",['\\U0001f449'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776044825793417236,tweet_id:1776044825793417236
Sam Stepanyan,@securestep9,2024-04-05T00:14:31.000Z,False,"New HTTP/2 DoS attack can crash web servers with a single connection:#ContinuationFlood#DDoSImpacted systems include:  Red Hat, SUSE Linux, Arista Networks, the Apache HTTP Server Project, nghttp2, Node.js, AMPHP, and the Go Programming Language:",0,6,4,780,"['#ContinuationFlood', '#DDoS']",[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776040684778029481,tweet_id:1776040684778029481
Sam Stepanyan,@securestep9,2024-04-05T00:05:15.000Z,False,6 Prompts You Don't Want Employees Putting in Microsoft Copilot:#AISecurityhttps://bleepingcomputer.com/news/security/6-prompts-you-dont-want-employees-putting-in-microsoft-copilot/…,0,0,1,250,['#AISecurity'],[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776038353848209411,tweet_id:1776038353848209411
Sam Stepanyan,@securestep9,2024-04-04T23:27:40.000Z,False,"We also had  present Cryptography Bill of Materials (CBOM) which is an extension of the OWASP #CycloneDX standard for Software Bill of Materials (SBOM), with notions to model cryptographic assets:",1,0,2,88,['#CycloneDX'],['@stevespringett'],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776028897307435095,tweet_id:1776028897307435095
Sam Stepanyan,@securestep9,2024-04-04T23:27:41.000Z,False,"OWASP NYC Chapter attendees had a unique opportunity to interact with the entire OWASP Global Board who were in town for the strategy meetings.

A big thank you to the attendees, sponsors () and OWASP NYC Chapter leaders! The recordings are on the OWASP NYC YouTube",0,0,1,32,[],['@ApiiroSecurity'],[],https://pbs.twimg.com/profile_images/1114515035865399296/V6nLLbjK_normal.jpg,https://twitter.com/securestep9/status/1776028899220082780,tweet_id:1776028899220082780
