Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Securing Bits,@securing_bits,2024-04-15T10:00:09.000Z,False,"Taxonomy of attacks on open-source software supply chain based on 94 real-world incidents.

It is based on the paper by , ,  and Matias S. Martinez.

Link: [https://sap.github.io/risk-explorer-for-software-supply-chains/…]#applicationsecurity #opensource",1,4,4,133,"['#applicationsecurity', '#opensource']","['@piergiorgioLad', '@HenrikPlate', '@barais']",[],https://pbs.twimg.com/profile_images/1647613804933423107/Zv-M_j90_normal.png,https://twitter.com/securing_bits/status/1779811946302521402,tweet_id:1779811946302521402
CSAWEurope,@CsawEurope,2023-11-21T15:21:47.000Z,False," CSAW'23 Europe: Congratulations to the winners of the Applied Research Competition
1st place: Piergiorgio Ladisa 
2nd place: Soheil Khodayari
3rd place: Mikhail Shcherbakov
Congratulations to all the finalists for your high quality work!!#csaw #cybersecurity",0,1,2,139,"['#csaw', '#cybersecurity']",[],"['\\U0001f949', '\\U0001f948', '\\U0001f947']",https://pbs.twimg.com/profile_images/1295268996980379649/kAk6-nau_normal.jpg,https://twitter.com/CsawEurope/status/1726984259678933421,tweet_id:1726984259678933421
ACSAC,@ACSAC_Conf,2023-11-27T16:00:00.000Z,False,Today's #ACSAC2023 paper #preview is Ladisa et al.'s work on detecting #malware in #npm and #PyPI packages using a language-independent approach.https://openconf.org/acsac2023/modules/request.php?module=oc_program&action=summary.php&id=69…     ,0,1,3,329,"['#ACSAC2023', '#preview', '#malware', '#npm', '#PyPI']","['@piergiorgioLad', '@SerenaPonta', '@barais', '@SAP', '@Inria', '@RennesUniv']",[],https://pbs.twimg.com/profile_images/1204109099975221251/N9-MsOPa_normal.jpg,https://twitter.com/ACSAC_Conf/status/1729168201458586042,tweet_id:1729168201458586042
Securing Bits,@securing_bits,2023-07-19T10:00:00.000Z,False,"Taxonomy of attacks on open-source software supply chain based on 94 real-world incidents.

Based on the recent paper by , ,  and Matias S. Martinez.

Link: [https://sap.github.io/risk-explorer-for-software-supply-chains/…]#opensource #CyberSecurity #BugBounty",1,6,17,715,"['#opensource', '#CyberSecurity', '#BugBounty']","['@piergiorgioLad', '@HenrikPlate', '@barais']",[],https://pbs.twimg.com/profile_images/1647613804933423107/Zv-M_j90_normal.png,https://twitter.com/securing_bits/status/1681604796866875393,tweet_id:1681604796866875393
Andrea Fioraldi,@andreafioraldi,2023-06-09T14:55:14.000Z,False,Don't miss it if you are a PhD student in the field. I'll give a lecture about the state of modern fuzzing with a foot in research and the other in engineering.,0,2,18,"2,830",[],[],[],https://pbs.twimg.com/profile_images/1627959196724482048/o3PLy8I4_normal.jpg,https://twitter.com/andreafioraldi/status/1667183577375682562,tweet_id:1667183577375682562
Antonino Sabetta,@antoninosabetta,2023-01-06T08:48:19.000Z,False,SAP Security Research RiskExplorer for SW supply chains finds in  a new adopter and precious contributor.https://endorlabs.com/blog/exploring-risk-understanding-software-supply-chain-attacks…Well done    and Matias S. Martinez!    #sapsecurityresearch,0,1,6,456,['#sapsecurityresearch'],"['@EndorLabs', '@piergiorgioLad', '@HenrikPlate', '@barais', '@AssureMOSSH2020', '@sapopensource', '@SAPLabsinFrance']",[],https://pbs.twimg.com/profile_images/526101671646990336/GUMndBsD_normal.png,https://twitter.com/antoninosabetta/status/1611283510840684545,tweet_id:1611283510840684545
Piergiorgio Ladisa,@piergiorgioLad,2022-12-14T09:41:12.000Z,False,I'm really glad to see that the Risk Explorer (https://sap.github.io/risk-explorer-for-software-supply-chains/…)  is now appearing in the latest SAP Open Source Report 2022. Check it out and... beware of imitations! :P,0,1,4,0,[],[],[],https://pbs.twimg.com/profile_images/1080782610018824192/vdhPWrwT_normal.jpg,https://twitter.com/piergiorgioLad/status/1602961897745154049,tweet_id:1602961897745154049
Antonino Sabetta,@antoninosabetta,2022-12-01T14:15:32.000Z,False,"Risk Explorer to be presented by Volkmar Lotz at Trustworthy and Secure OSS. https://swforum.eu/trustworthy-and-secure-oss… 
Try the tool here: https://sap.github.io/risk-explorer-for-software-supply-chains…  ",0,3,3,0,[],"['@AssureMOSSH2020', '@piergiorgioLad', '@HenrikPlate']",[],https://pbs.twimg.com/profile_images/526101671646990336/GUMndBsD_normal.png,https://twitter.com/antoninosabetta/status/1598319891450314752,tweet_id:1598319891450314752
Piergiorgio Ladisa,@piergiorgioLad,2022-11-07T18:26:31.000Z,False,First day at  2022. I’m really excited to attend the event in person and for this great experience. #softwaresecurity #opensource #supplychainattacks #SAP #securityresearch #INRIA #AssureMOSS #SPARTA,0,0,8,0,"['#softwaresecurity', '#opensource', '#supplychainattacks', '#SAP', '#securityresearch', '#INRIA', '#AssureMOSS', '#SPARTA']",['@acm_ccs'],[],https://pbs.twimg.com/profile_images/1080782610018824192/vdhPWrwT_normal.jpg,https://twitter.com/piergiorgioLad/status/1589685744402325504,tweet_id:1589685744402325504
Piergiorgio Ladisa,@piergiorgioLad,2022-10-29T12:05:14.000Z,False,"[Malicious packages in npm] 
Don't install the packages:
- duc.utils.conditional-wrapper
- duc.fragments.spinner
- duc.utils.conditional-wrapper
- duc.components.cardshell
- excessively-safe-call
- shein-bbl
- shein-components
They exfiltrate data at installation time",0,0,5,0,[],[],[],https://pbs.twimg.com/profile_images/1080782610018824192/vdhPWrwT_normal.jpg,https://twitter.com/piergiorgioLad/status/1586328304252227584,tweet_id:1586328304252227584
