Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Checkmarx,@Checkmarx,2024-01-16T17:04:00.000Z,False,"3 Million Downloads – What a milestone! 

KICS is a free, #opensource solution for static code analysis of IaC developed by Checkmarx and the open source community. Download now: https://hubs.ly/Q02gyr3j0#CheckmarxSecurity #IAC #ApplicationSecurity #DevSecOps",0,2,7,169,"['#opensource', '#CheckmarxSecurity', '#IAC', '#ApplicationSecurity', '#DevSecOps']",[],[],https://pbs.twimg.com/profile_images/1686618364792209408/FGBFv1Cf_normal.jpg,https://twitter.com/Checkmarx/status/1747303701138522423,tweet_id:1747303701138522423
Checkmarx,@Checkmarx,2023-12-04T14:51:01.000Z,False,"Coming to #BHEU? Take this one-of-a-kind opportunity to learn about 2MS, the connection to #softwaresupplychain attacks & every developer's responsibility from our leading #supplychainsecurity experts  & .
Learn more: https://bit.ly/3uPvBMN#AppSec",0,1,0,140,"['#BHEU', '#softwaresupplychain', '#supplychainsecurity', '#AppSec']","['@ZackZoren', '@jossefharush']",[],https://pbs.twimg.com/profile_images/1686618364792209408/FGBFv1Cf_normal.jpg,https://twitter.com/Checkmarx/status/1731687556046078195,tweet_id:1731687556046078195
Checkmarx Supply Chain Security,@Cx_SCS,2023-10-15T12:22:16.000Z,True,The OpenSSF Package Analysis team just dropped a game-changer in the fight against cyber threats by introducing the Malicious Packages repository.https://openssf.org/blog/2023/10/12/introducing-openssfs-malicious-packages-repository/…#openssf #opensource #maliciouspackages #supplychainsecurity,1,1,1,116,"['#openssf', '#opensource', '#maliciouspackages', '#supplychainsecurity']",[],[],https://pbs.twimg.com/profile_images/1518854895054512129/t9dPggDc_normal.jpg,https://twitter.com/Cx_SCS/status/1713530728942555235,tweet_id:1713530728942555235
Reviewpad (part of Snyk),@reviewpad,2023-04-10T11:50:50.000Z,False,"Save the date: DevToolsPorto_ is back on April 21st, with João Reigota from , speaking about Kics  Come join us!",1,2,4,338,[],['@Checkmarx'],['\\U0001f4f7'],https://pbs.twimg.com/profile_images/1683452060870557696/q3jtOgD6_normal.jpg,https://twitter.com/reviewpad/status/1645393899236499462,tweet_id:1645393899236499462
Checkmarx,@Checkmarx,2023-03-08T14:16:59.000Z,False,"Have you checked out Checkmarx c{api}tal – our built-to-be-vulnerable #API app based on the  top 10 API vulnerabilities? 

Use it to learn, train & exploit #APISecurity vulnerabilities within your own API Security CTF: https://bit.ly/3ZuWCPR#CheckmarxSecurity",1,3,4,374,"['#API', '#APISecurity', '#CheckmarxSecurity']",['@OWASP'],[],https://pbs.twimg.com/profile_images/1686618364792209408/FGBFv1Cf_normal.jpg,https://twitter.com/Checkmarx/status/1633471882199482369,tweet_id:1633471882199482369
Checkmarx,@Checkmarx,2022-10-13T11:34:13.000Z,False,"KICS, our #IaC security open source project, is participating in #Hacktoberfest2022. If you're a Golang developer or a #softwaresecurity specialist - look at the issues we're tagged for the event or create your own improvements.#CheckmarxSecurity #OpenSource",1,6,10,0,"['#IaC', '#Hacktoberfest2022', '#softwaresecurity', '#CheckmarxSecurity', '#OpenSource']",[],[],https://pbs.twimg.com/profile_images/1686618364792209408/FGBFv1Cf_normal.jpg,https://twitter.com/Checkmarx/status/1580522291040919553,tweet_id:1580522291040919553
Checkmarx Open Source,@CheckmarxOSS,2022-09-22T12:48:56.000Z,False,"Our 4th kics community meeting is just around the corner!
September 22nd at 15h00 UTC+0
Where: https://checkmarx.zoom.us/j/84701317570?pwd=QlpPRlNEWXRscjUxMkNVMnV3K1BYQT09…In this session we will
- Discuss about our preparation for HacktoberFest
-  Discuss about Github Action migration to 1.6
- Hear your feedback on version 1.6.0",0,1,0,0,[],[],[],https://pbs.twimg.com/profile_images/1461044323089272836/dsfkf7j4_normal.jpg,https://twitter.com/CheckmarxOSS/status/1572930949217767426,tweet_id:1572930949217767426
Checkmarx,@Checkmarx,2022-09-08T09:32:04.000Z,False,"The third KICS #OpenSource community meeting is today, at 2:30PM UTC. Don’t miss: https://bit.ly/3QFgawhAgenda:Initial plans for KICS 1.6.1Preparation for HacktoberFestIssues we're currently working onHear your feedback#CheckmarxSecurity #AppSec #DevSecOps #IaC",1,2,3,0,"['#OpenSource', '#CheckmarxSecurity', '#AppSec', '#DevSecOps', '#IaC']",[],"['\\u2714\\ufe0f', '\\u2714\\ufe0f', '\\u2714\\ufe0f', '\\u2714\\ufe0f']",https://pbs.twimg.com/profile_images/1686618364792209408/FGBFv1Cf_normal.jpg,https://twitter.com/Checkmarx/status/1567807975594803201,tweet_id:1567807975594803201
Checkmarx Open Source,@CheckmarxOSS,2022-08-22T12:33:07.000Z,False,IaC scans with KICS at Visual Studio ,0,2,2,0,[],['@code'],[],https://pbs.twimg.com/profile_images/1461044323089272836/dsfkf7j4_normal.jpg,https://twitter.com/CheckmarxOSS/status/1561692944234680320,tweet_id:1561692944234680320
Abhinav Sejpal,@AbhinavSejpal,2022-02-10T21:40:20.000Z,False,"IMO, #Kics is one of the best #Iac open source solution.",1,1,9,0,"['#Kics', '#Iac']",[],[],https://pbs.twimg.com/profile_images/1620504021046894605/OKnb8kj1_normal.jpg,https://twitter.com/AbhinavSejpal/status/1491889797543120898,tweet_id:1491889797543120898
