Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Python Package Index,@pypi,2024-04-03T15:41:49.000Z,False,"This weekend, we detected & mitigated an account takeover attack affecting several PyPI users.

At this time, we have not found evidence of malware or any other malicious activity beyond unauthorized account access.

Our incident report has more details.",1,4,8,"1,132",[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1775549275054780887,tweet_id:1775549275054780887
Python Software Foundation,@ThePSF,2024-03-20T19:12:31.000Z,True,The PSF is looking for a PyPI Support Specialist to join the team! This is a remote position with 2-4 hours/week overlap with US Eastern/Central work hours. Please share this posting with your colleagues and networks. #python #pypi …https://pythonsoftwarefoundation.applytojob.com/apply/nyYHuOha9h/PyPI-Support-Specialist…,6,33,80,1.8万,"['#python', '#pypi']",[],[],https://pbs.twimg.com/profile_images/1517584461017370624/DF3DpXUW_normal.jpg,https://twitter.com/ThePSF/status/1770528868111130683,tweet_id:1770528868111130683
Python Package Index,@pypi,2024-03-08T20:29:10.000Z,False,"PyPI now has an improved way to report #malware, via #PyPI itself! Available on web and preview beta API. Learn more and sign up to help test:",4,12,36,1.6万,"['#malware', '#PyPI']",[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1766199501855818011,tweet_id:1766199501855818011
Python Package Index,@pypi,2024-02-14T14:13:52.000Z,False,Looking back at 2023  discovered some impressive metrics that we want to share!  #PyPI #pytho,2,11,31,1.9万,"['#PyPI', '#pytho']","['@mikefiedler', '@fastly']",[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1757770135853559936,tweet_id:1757770135853559936
Python Package Index,@pypi,2023-12-06T18:54:08.000Z,False,"TestPyPI (http://test.pypi.org) now requires 2FA for all users to perform management actions.

This comes ahead of January 1, 2024 when the same requirement will be applied to all users of PyPI (http://pypi.org).

Read more at",4,3,16,"2,528",[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1732473513619988802,tweet_id:1732473513619988802
Python Package Index,@pypi,2024-04-03T15:41:49.000Z,False,"This weekend, we detected & mitigated an account takeover attack affecting several PyPI users.

At this time, we have not found evidence of malware or any other malicious activity beyond unauthorized account access.

Our incident report has more details.",1,4,8,"1,132",[],[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1775549275054780887,tweet_id:1775549275054780887
Python Software Foundation,@ThePSF,2024-03-20T19:12:31.000Z,True,The PSF is looking for a PyPI Support Specialist to join the team! This is a remote position with 2-4 hours/week overlap with US Eastern/Central work hours. Please share this posting with your colleagues and networks. #python #pypi …https://pythonsoftwarefoundation.applytojob.com/apply/nyYHuOha9h/PyPI-Support-Specialist…,6,33,80,1.8万,"['#python', '#pypi']",[],[],https://pbs.twimg.com/profile_images/1517584461017370624/DF3DpXUW_normal.jpg,https://twitter.com/ThePSF/status/1770528868111130683,tweet_id:1770528868111130683
Python Package Index,@pypi,2024-03-08T20:29:10.000Z,False,"PyPI now has an improved way to report #malware, via #PyPI itself! Available on web and preview beta API. Learn more and sign up to help test:",4,12,36,1.6万,"['#malware', '#PyPI']",[],[],https://pbs.twimg.com/profile_images/909757546063323137/-RIWgodF_normal.jpg,https://twitter.com/pypi/status/1766199501855818011,tweet_id:1766199501855818011
Open Technology Fund,@OpenTechFund,2023-11-27T18:29:48.000Z,False,"Congrats to  for completing its first external security audit—a #DigitalSecurity milestone! 

Auditors didn’t find any high-severity issues, and all advisories that posed a significant risk have been remediated where possible.",0,3,14,"2,032",['#DigitalSecurity'],['@pypi'],[],https://pbs.twimg.com/profile_images/1724507872581533698/xZ_zwrta_normal.jpg,https://twitter.com/OpenTechFund/status/1729205900475527390,tweet_id:1729205900475527390
Trail of Bits,@trailofbits,2023-11-14T14:41:27.000Z,True,"We completed an audit of Warehouse and cabotage, the codebases that power  and serve billions of Python packages weekly.",0,17,55,1万,[],['@pypi'],[],https://pbs.twimg.com/profile_images/1422651083500003334/FbbYmQT__normal.png,https://twitter.com/trailofbits/status/1724437391715299347,tweet_id:1724437391715299347
