Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Leonid Bezvershenko,@bzvr_,2023-06-01T12:56:16.000Z,True,"Today we share details about Operation Triangulation, a campaign targeting iOS devices of Kaspersky employees. It was an unprecedented investigation, and we've done a lot to study this campaign with great scrutiny. Report and IoCs here: https://securelist.com/operation-triangulation/109842/…. ",2,42,115,9.4万,[],"['@kucher1n', '@2igosha']",[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1664254535974494210,tweet_id:1664254535974494210
Boris Larin,@oct0xor,2024-03-25T16:19:53.000Z,False,"This year we are organizing the SAS CTF with VERY fun reverse engineering challenges and the top teams/players will fly to the Security Analyst Summit () to compete for $18,000 in prizes. Register now! https://ctf.thesascon.com",1,7,12,"5,652",[],['@TheSAScon'],[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1772297361189998820,tweet_id:1772297361189998820
Georgy Kucherin,@kucher1n,2024-03-19T14:42:57.000Z,True,"Really busy with creating a challenge related to APT research for SAS CTF this May, hope you'll enjoy solving it!",1,10,29,"5,023",[],[],[],https://pbs.twimg.com/profile_images/1642138521090633731/5nthILu2_normal.jpg,https://twitter.com/kucher1n/status/1770098641148981411,tweet_id:1770098641148981411
Boris Larin,@oct0xor,2023-12-27T22:33:47.000Z,False,"The recording of our (me, , ) #37c3 talk “Operation Triangulation: What You Get When Attack iPhones of Researchers” was published!",20,311,859,15万,['#37c3'],"['@bzvr_', '@kucher1n']",[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1740138938621407610,tweet_id:1740138938621407610
Boris Larin,@oct0xor,2023-12-26T15:24:57.000Z,False,"All the details about this vuln and much more will be revealed tomorrow by us (me, , ) during our talk “Operation Triangulation: What You Get When Attack iPhones of Researchers” at #37c3 (14:45 CET). There will also be a live stream. https://fahrplan.events.ccc.de/congress/2023/fahrplan/events/11859.html…",56,204,912,30万,['#37c3'],"['@bzvr_', '@kucher1n']",[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1739668628906095056,tweet_id:1739668628906095056
Boris Larin,@oct0xor,2023-12-04T20:34:25.000Z,False,"Imagine discovering a 0-click attack targeting iPhones of your colleagues and managing to capture four 0-days and a spyware with mind-blowing  capabilities. I,  and  will tell you everything about “Operation Triangulation” at #37c3 https://halfnarp.events.ccc.de",3,35,187,2.6万,['#37c3'],"['@bzvr_', '@kucher1n']",['\\U0001f92f'],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1731773975376662796,tweet_id:1731773975376662796
Kaspersky,@kaspersky,2023-11-30T16:34:06.000Z,True,"On stage,  spoke about his recent vulnerability discovery, CVE-2023-28252. He spoke about the Common Log File System (CLFS) driver, why it is being exploited & techniques used by attackers as well as new exploit mitigations from Microsoft.",0,3,8,"2,293",[],['@oct0xor'],[],https://pbs.twimg.com/profile_images/1495702988756766722/qJQ0o885_normal.jpg,https://twitter.com/kaspersky/status/1730263948887290114,tweet_id:1730263948887290114
Leonid Bezvershenko,@bzvr_,2023-11-15T14:07:02.000Z,True,Ever wanted to take another look at #OperationTriangulation malware? Then check out VirusTotal - we have uploaded malicious modules used in this campaign. https://virustotal.com/gui/file/ff2f223542bbc243c1e7c6807e4c80ddad45005bcd78a77f8ec91de29deb2f6e…https://virustotal.com/gui/file/7e779a019f250d8cec9761d1230296236a8b714743df42c49ce8daf818d542e7…https://virustotal.com/gui/file/c2393fceab76776e19848c2ca3c84bea0ed224ac53206c48f1c5fd525ef66306…,5,82,182,7.1万,['#OperationTriangulation'],[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1724791118515286247,tweet_id:1724791118515286247
Leonid Bezvershenko,@bzvr_,2023-11-15T14:52:12.000Z,True,Correct link for the 4th sample: https://virustotal.com/gui/file/64f36b0b8ef62634a3ec15b4a21700d32b3d950a846daef5661b8bbca01789dc…,0,4,9,"2,232",[],[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1724802486001926561,tweet_id:1724802486001926561
Igor Kuznetsov,@2igosha,2023-11-10T10:10:32.000Z,True,"We are releasing our RE course dedicated fully to Ghidra. UI configuration, analysis workflow, scripting in both Python and Java - we have it all!",0,14,39,"8,687",[],[],[],https://pbs.twimg.com/profile_images/1397846166025523204/70fiQDTF_normal.jpg,https://twitter.com/2igosha/status/1722919663208739168,tweet_id:1722919663208739168
Boris Larin,@oct0xor,2023-10-31T18:25:40.000Z,False,"After a 4 year break,  has returned! This year’s event, like all previous ones, will definitely be remembered for years! That's what you get when organizers put their hearts and months of work into putting on the best security conference possible. 
Prepare for SAS 2024!",3,4,25,"4,777",[],['@TheSAScon'],[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1719420386213773445,tweet_id:1719420386213773445
Bill Marczak,@billmarczak,2023-10-26T23:37:59.000Z,False,NEW: Kaspersky releases full details on how they captured the “Triangulation” (suspected US Government) exploits and iPhone spyware targeting their employees.,4,183,516,8.1万,[],[],[],https://pbs.twimg.com/profile_images/1532534791949586432/qzoAWcfe_normal.jpg,https://twitter.com/billmarczak/status/1717687044313665846,tweet_id:1717687044313665846
Georgy Kucherin,@kucher1n,2023-09-12T12:51:38.000Z,True,"Together with , we identified a likely supply chain attack involving a Linux software called Free Download Manager. Its malicious installer package was distributed during 2020-2022 - and it took more than 3 years to discover it. Read this to learn more about this attack!",4,39,86,2.1万,[],['@bzvr_'],['\\U0001f9f5'],https://pbs.twimg.com/profile_images/1642138521090633731/5nthILu2_normal.jpg,https://twitter.com/kucher1n/status/1701579321071087826,tweet_id:1701579321071087826
Boris Larin,@oct0xor,2023-07-24T19:41:36.000Z,False,"The story of the #iOSTriangulation in-the-wild 0-days continues! CVE-2023-38606 is another kernel vulnerability that was used in the 0-click exploit chain. Discovered by Valentin Pashkov, Mikhail Vinogradov, , , and yours truly. Update all your Apple devices!",5,79,203,5.5万,['#iOSTriangulation'],"['@kucher1n', '@bzvr_']",[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1683563098571931648,tweet_id:1683563098571931648
Leonid Bezvershenko,@bzvr_,2023-06-29T19:51:26.000Z,True,Today I earned a bachelor's degree with highest honors from the Faculty of Computational Mathematics and Cybernetics at Lomonosov Moscow State University!,9,3,100,"7,662",[],[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1674505877213048841,tweet_id:1674505877213048841
Boris Larin,@oct0xor,2023-06-21T18:51:00.000Z,False,"Today Apple released updates for CVE-2023-32434 (Kernel) and CVE-2023-32435 (WebKit) in-the-wild zero-days which were discovered by us (,  and yours truly) in the #iOSTriangulation attacks. Update your iOS/iPadOS/macOS/watchOS now!",7,142,273,7.4万,['#iOSTriangulation'],"['@kucher1n', '@bzvr_']",[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1671591564894773258,tweet_id:1671591564894773258
Leonid Bezvershenko,@bzvr_,2023-06-21T11:22:39.000Z,True,"Have you wanted to take your own look at the #iOSTriangulation spyware? Well, we uploaded the #TriangleDB implant to VirusTotal: https://virustotal.com/gui/file/fd9e97cfb55f9cfb5d3e1388f712edd952d902f23a583826ebe55e9e322f730f/detection…",4,41,109,3.3万,"['#iOSTriangulation', '#TriangleDB']",[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1671478736347095041,tweet_id:1671478736347095041
Georgy Kucherin,@kucher1n,2023-06-21T10:03:07.000Z,True,"Our next blogpost on #iOSTriangulation (https://securelist.com/triangledb-triangulation-implant/110050/…) is finally out. Today we are ready to share details about the final payload used in the attack, which is a #spyware implant that we dubbed #TriangleDB   [1/3]",3,133,229,11万,"['#iOSTriangulation', '#spyware', '#TriangleDB']","['@bzvr_', '@2igosha']",[],https://pbs.twimg.com/profile_images/1642138521090633731/5nthILu2_normal.jpg,https://twitter.com/kucher1n/status/1671458719534661634,tweet_id:1671458719534661634
Leonid Bezvershenko,@bzvr_,2023-06-19T17:48:46.000Z,True,Unmunging hex strings is what I've been doing recently... #IOSTriangulation,0,17,31,1.1万,['#IOSTriangulation'],[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1670851128886427653,tweet_id:1670851128886427653
Leonid Bezvershenko,@bzvr_,2023-06-13T13:14:34.000Z,True,The biggest and boldest conference is making a triumphant return… join us at #thesas2023 CFP is open: https://kas.pr/2vd3,0,1,2,700,['#thesas2023'],[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1668607797561286656,tweet_id:1668607797561286656
BleepingComputer,@BleepinComputer,2023-06-05T18:00:11.000Z,True,New tool scans iPhones for 'Triangulation' malware infection - ,1,44,76,1.6万,[],['@billtoulas'],[],https://pbs.twimg.com/profile_images/1699832227062792192/hqaQ8bMZ_normal.jpg,https://twitter.com/BleepinComputer/status/1665780571400810496,tweet_id:1665780571400810496
Eugene Kaspersky,@e_kaspersky,2023-06-02T12:47:00.000Z,True,"Yesterday, we told you about #iOSTriangulation. Today, we've got the tools to help you see if you are infected: blog: https://securelist.com/find-the-triangulation-utility/109867/?utm_source=twitter&utm_medium=&utm_campaign=gl_EK_je0066&utm_content=&utm_term=gl_twitter_organic_3hgza34jn66ozsy…:",17,218,504,13万,['#iOSTriangulation'],"['@securelist', '@github']",[],https://pbs.twimg.com/profile_images/1274957058635333632/slyj2E16_normal.jpg,https://twitter.com/e_kaspersky/status/1664614593799372802,tweet_id:1664614593799372802
Eugene Kaspersky,@e_kaspersky,2023-06-01T09:12:00.000Z,True,,0,17,19,1.1万,[],[],[],https://pbs.twimg.com/profile_images/1274957058635333632/slyj2E16_normal.jpg,https://twitter.com/e_kaspersky/status/1664198096715169792,tweet_id:1664198096715169792
TheSAS2024,@TheSAScon,2023-05-24T14:45:22.000Z,True,#TheSAS2023 return loading...,2,43,56,2万,['#TheSAS2023'],[],[],https://pbs.twimg.com/profile_images/1768650624139239424/J6zzKP0i_normal.jpg,https://twitter.com/TheSAScon/status/1661382891140513797,tweet_id:1661382891140513797
Leonid Bezvershenko,@bzvr_,2023-05-19T12:38:50.000Z,True,Check out our latest research!,0,1,3,573,[],[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1659539108853604352,tweet_id:1659539108853604352
Igor Kuznetsov,@2igosha,2023-05-17T15:17:26.000Z,True,"We are launching the first xTraining Capture the Flag competition! Solve DFIR, RE and Yara tasks to win special prizes and get access to a Kaspersky xTraining course for free. Join here: https://xtraining.kaspersky.com/codebreakers/?reseller=gl_xtr-codebreakers_pro_ona_smm__onl_b2c_twi_lnk____xtraining___…",1,15,19,"6,089",[],[],[],https://pbs.twimg.com/profile_images/1397846166025523204/70fiQDTF_normal.jpg,https://twitter.com/2igosha/status/1658854243984371712,tweet_id:1658854243984371712
Boris Larin,@oct0xor,2023-04-11T17:47:41.000Z,False,We found a new zero-day (CVE-2023-28252) in Microsoft Windows used in Nokoyawa ransomware attacks,5,202,410,15万,[],[],[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1645846093526355968,tweet_id:1645846093526355968
Georgy Kucherin,@kucher1n,2023-04-03T12:15:53.000Z,True,"Hey everyone, this is my first tweet! We identified a backdoor we dubbed #Gopuram, the final payload in the #3CX attack. The threat actor (likely to be Lazarus) has deployed it to cryptocurrency companies. More details in this thread and on Securelist (https://securelist.com/gopuram-backdoor-deployed-through-3cx-supply-chain-attack/109344/…)",7,105,169,5.8万,"['#Gopuram', '#3CX']",[],[],https://pbs.twimg.com/profile_images/1642138521090633731/5nthILu2_normal.jpg,https://twitter.com/kucher1n/status/1642863490216992770,tweet_id:1642863490216992770
Leonid Bezvershenko,@bzvr_,2023-03-21T08:04:46.000Z,True,Magic is here! We have discovered a previously unknown #APT that has been attacking organizations in the area affected by the conflict between Russia and Ukraine. Observed victims were compromised with previously unknown implants that we dubbed #PowerMagic and #CommonMagic. [1/4],4,83,208,4.8万,"['#APT', '#PowerMagic', '#CommonMagic']",[],[],https://pbs.twimg.com/profile_images/1610594905969115136/RBkmtchp_normal.jpg,https://twitter.com/bzvr_/status/1638089253425934337,tweet_id:1638089253425934337
