Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Ivan Korolev,@fe7ch,2019-03-11T15:40:23.000Z,False,"Check out our latest research: Shady business of game server boosting powered by 0day exploits, malware family and fake game servers. Report:",4,26,42,0,[],[],[],https://pbs.twimg.com/profile_images/768432655138512896/76xtTmxw_normal.jpg,https://twitter.com/fe7ch/status/1105131361608830978,tweet_id:1105131361608830978
Gynvael Coldwind,@gynvael,2024-03-30T19:54:03.000Z,False,Some notes from analyzing the bash part obfuscation of the xz/liblzma part – link leads to the part I found most interesting – it was added in 5.6.1:https://gynvael.coldwind.pl/?lang=en&id=782#stage2-ext…,3,125,346,7.2万,[],[],[],https://pbs.twimg.com/profile_images/1368306331237707785/SOa_5AFv_normal.jpg,https://twitter.com/gynvael/status/1774163197513404873,tweet_id:1774163197513404873
Orange Tsai,@orange_8361,2023-11-11T15:39:27.000Z,True,"The video and slides of my talk ""A 3-Year Tale of Hacking a Pwn2Own Target..."" are out. Hope this presentation somehow could be another reference to your next research! Video: https://youtube.com/watch?v=uGofhlB1vZU… Slides: https://github.com/orangetw/My-Presentation-Slides/blob/main/data/2023-A-3-Years-Tale-of-Hacking-a-Pwn2Own-Target.pdf…",6,277,934,11万,[],[],"['\\u27a1\\ufe0f', '\\u27a1\\ufe0f']",https://pbs.twimg.com/profile_images/863293355819585536/R2uVIB80_normal.jpg,https://twitter.com/orange_8361/status/1723364825168806142,tweet_id:1723364825168806142
I.Zhilyakov,@m0br3v,2023-09-06T12:56:34.000Z,False,Android.Pandora trojans compromise Android TV boxes during firmware updates or when applications for viewing pirated video content are installed. This backdoor inherited its advanced DDoS-attack capabilities from the Linux.Mirai trojan.https://news.drweb.com/show/?i=14743&lng=en…,2,16,29,"6,145",[],[],[],https://pbs.twimg.com/profile_images/970655119346946050/lHKw7J_k_normal.jpg,https://twitter.com/m0br3v/status/1699406235437605089,tweet_id:1699406235437605089
BleepingComputer,@BleepinComputer,2023-06-13T21:16:41.000Z,True,Pirated Windows 10 ISOs install clipper malware via EFI partitions - ,8,102,220,4.5万,[],['@billtoulas'],[],https://pbs.twimg.com/profile_images/1699832227062792192/hqaQ8bMZ_normal.jpg,https://twitter.com/BleepinComputer/status/1668729124389568512,tweet_id:1668729124389568512
Neodyme,@Neodyme,2023-05-13T17:21:05.000Z,True,"When CS:GO clients connected to our server, they got more than a game. We found 3 RCE vulnerabilities to give clients an unexpected 'welcome'.
Ready for a deep-dive? https://neodyme.io/blog/csgo_from_zero_to_0day/… #InfoSec #CSGO #Exploit",8,170,475,6.1万,"['#InfoSec', '#CSGO', '#Exploit']",[],"['\\U0001f3ae', '\\U0001f527', '\\U0001f386']",https://pbs.twimg.com/profile_images/1722613924351406080/KNt9ijiU_normal.jpg,https://twitter.com/Neodyme/status/1657435811409788928,tweet_id:1657435811409788928
Orange Tsai,@orange_8361,2023-11-11T15:39:27.000Z,True,"The video and slides of my talk ""A 3-Year Tale of Hacking a Pwn2Own Target..."" are out. Hope this presentation somehow could be another reference to your next research! Video: https://youtube.com/watch?v=uGofhlB1vZU… Slides: https://github.com/orangetw/My-Presentation-Slides/blob/main/data/2023-A-3-Years-Tale-of-Hacking-a-Pwn2Own-Target.pdf…",6,277,934,11万,[],[],"['\\u27a1\\ufe0f', '\\u27a1\\ufe0f']",https://pbs.twimg.com/profile_images/863293355819585536/R2uVIB80_normal.jpg,https://twitter.com/orange_8361/status/1723364825168806142,tweet_id:1723364825168806142
I.Zhilyakov,@m0br3v,2023-09-06T12:56:34.000Z,False,Android.Pandora trojans compromise Android TV boxes during firmware updates or when applications for viewing pirated video content are installed. This backdoor inherited its advanced DDoS-attack capabilities from the Linux.Mirai trojan.https://news.drweb.com/show/?i=14743&lng=en…,2,16,29,"6,145",[],[],[],https://pbs.twimg.com/profile_images/970655119346946050/lHKw7J_k_normal.jpg,https://twitter.com/m0br3v/status/1699406235437605089,tweet_id:1699406235437605089
BleepingComputer,@BleepinComputer,2023-06-13T21:16:41.000Z,True,Pirated Windows 10 ISOs install clipper malware via EFI partitions - ,8,102,220,4.5万,[],['@billtoulas'],[],https://pbs.twimg.com/profile_images/1699832227062792192/hqaQ8bMZ_normal.jpg,https://twitter.com/BleepinComputer/status/1668729124389568512,tweet_id:1668729124389568512
Boris Larin,@oct0xor,2023-04-11T17:47:41.000Z,False,We found a new zero-day (CVE-2023-28252) in Microsoft Windows used in Nokoyawa ransomware attacks,5,202,410,15万,[],[],[],https://pbs.twimg.com/profile_images/1839374425/ppc_ava_normal.png,https://twitter.com/oct0xor/status/1645846093526355968,tweet_id:1645846093526355968
